StartTime_[LST],EndTime_[LST],ethane_[ppbV],ethane_Flags,ethylene_[ppbV],ethylene_Flags,propane_[ppbV],propane_Flags,propylene_[ppbV],propylene_Flags,isobutane_[ppbV],isobutane_Flags,n-butane_[ppbV],n-butane_Flags,trans-2-butene_[ppbV],trans-2-butene_Flags,1-butene_[ppbV],1-butene_Flags,cis-2-butene_[ppbV],cis-2-butene_Flags,cyclopentane_[ppbV],cyclopentane_Flags,isopentane_[ppbV],isopentane_Flags,n-pentane_[ppbV],n-pentane_Flags,"1,3-butadiene_[ppbV]","1,3-butadiene_Flags",trans-2-pentene_[ppbV],trans-2-pentene_Flags,1-pentene_[ppbV],1-pentene_Flags,cis-2-pentene_[ppbV],cis-2-pentene_Flags,"2,2-dimethyl-butane_[ppbV]","2,2-dimethyl-butane_Flags","2,3-dimethyl-butane_[ppbV]","2,3-dimethyl-butane_Flags",2-methyl-pentane_[ppbV],2-methyl-pentane_Flags,3-methyl-pentane_[ppbV],3-methyl-pentane_Flags,isoprene_[ppbV],isoprene_Flags,n-hexane_[ppbV],n-hexane_Flags,methyl-cyclopentane_[ppbV],methyl-cyclopentane_Flags,"2,4-dimethyl-pentane_[ppbV]","2,4-dimethyl-pentane_Flags",benzene_[ppbV],benzene_Flags,cyclohexane_[ppbV],cyclohexane_Flags,2-methyl-hexane_[ppbV],2-methyl-hexane_Flags,"2,3-dimethyl-pentane_[ppbV]","2,3-dimethyl-pentane_Flags",3-methyl-hexane_[ppbV],3-methyl-hexane_Flags,"2,2,4-trimethyl-pentane_[ppbV]","2,2,4-trimethyl-pentane_Flags",n-heptane_[ppbV],n-heptane_Flags,methyl-cyclohexane_[ppbV],methyl-cyclohexane_Flags,"2,3,4-trimethyl-pentane_[ppbV]","2,3,4-trimethyl-pentane_Flags",toluene_[ppbV],toluene_Flags,2-methyl-heptane_[ppbV],2-methyl-heptane_Flags,3-methyl-heptane_[ppbV],3-methyl-heptane_Flags,n-octane_[ppbV],n-octane_Flags,ethyl-benzene_[ppbV],ethyl-benzene_Flags,"m,p-xylene_[ppbV]","m,p-xylene_Flags",styrene_[ppbV],styrene_Flags,o-xylene_[ppbV],o-xylene_Flags,n-nonane_[ppbV],n-nonane_Flags,isopropyl-benzene_[ppbV],isopropyl-benzene_Flags,a-pinene_[ppbV],a-pinene_Flags,n-propyl-benzene_[ppbV],n-propyl-benzene_Flags,m-ethyl-toluene_[ppbV],m-ethyl-toluene_Flags,p-ethyl-toluene_[ppbV],p-ethyl-toluene_Flags,"1,3,5-trimethyl-benzene_[ppbV]","1,3,5-trimethyl-benzene_Flags",o-ethyl-toluene_[ppbV],o-ethyl-toluene_Flags,"1,2,4-trimethyl-benzene_[ppbV]","1,2,4-trimethyl-benzene_Flags",n-decane_[ppbV],n-decane_Flags,"1,2,3-trimethyl-benzene_[ppbV]","1,2,3-trimethyl-benzene_Flags",m-diethyl-benzene_[ppbV],m-diethyl-benzene_Flags,p-diethyl-benzene_[ppbV],p-diethyl-benzene_Flags,n-undecane_[ppbV],n-undecane_Flags,n-dodecane_[ppbV],n-dodecane_Flags
05/19/2021 1:33:07,05/19/2021 2:17:38,7.52988,,0.741771,,2.45469,,0.115786,,0.298939,,0.720122,,-0.0168989,4,-0.0171583,4,-0.020375,4,-0.00166485,4,0.331975,,0.339692,,0.0171435,,-0.0096088,4,-0.0115019,4,-0.00640157,4,0.00669419,,-0.119131,4,0.0372313,,0.152446,,,1,0.158809,,0.0584533,,-0.0307506,4,0.0814372,,1.91E-05,4,0.0528298,,0.00325312,,0.0901722,,0.0313447,,0.0435649,,0.019937,,0.000826095,,0.350964,,0.00197439,,-0.00126493,4,0.00518416,,0.0487147,,0.164092,,0.0410202,,0.0506745,,0.00960944,,-0.0216352,4,0.00148077,,-0.00341224,4,0.0465108,,-0.015358,4,0.00798113,,-0.0100204,4,0.0214974,,0.0178292,,0.0271766,,0.0378563,,-0.0031036,4,0.0256878,,0.064658,
05/19/2021 2:35:12,05/19/2021 3:19:39,9.4413,,0.879835,,2.70665,,0.118211,,0.350461,,0.807296,,-0.0189604,4,-0.0138633,4,-0.0192148,4,0.000346846,4,0.392978,,0.372366,,0.0201906,,-0.00656292,4,-0.0114577,4,-0.00419792,4,0.0128348,,-0.122738,4,0.041081,,0.168565,,,1,0.165171,,0.0453278,,-0.0200894,4,0.0762973,,0.00221944,,0.0591793,,0.0124167,,0.101877,,0.0304407,,0.047692,,0.0186053,,0.00164775,,0.349989,,-0.00199482,4,-6.20E-05,4,0.00613675,,0.0505038,,0.13968,,0.0315695,,0.0520984,,0.00446535,,-0.027802,4,0.00182332,,0.0107581,,0.0498003,,-0.0125088,4,0.0132011,,-0.0107731,4,0.0305424,,0.0187189,,0.0349131,,0.0373755,,-0.00295419,4,0.0272858,,0.0650189,
05/19/2021 3:37:20,05/19/2021 4:21:48,9.61982,,1.12008,,2.94541,,0.16732,,0.352885,,0.952126,,-0.00883576,4,-0.0069586,4,-0.0129352,4,0.00454592,,0.482346,,0.359505,,0.0281375,,0.00149434,4,-0.00595672,4,-0.00120018,4,0.0211874,,-0.111676,4,0.0592282,,0.192497,,-0.0305101,4,0.20086,,0.0755788,,-0.0100515,4,0.100442,,0.0180804,,0.0864446,,0.0217804,,0.12991,,0.0423655,,0.0729882,,0.031578,,0.00232202,,0.430017,,0.00469097,,0.00380344,,0.00983356,,0.0551392,,0.151919,,0.0348289,,0.0542564,,0.0152896,,-0.0173777,4,0.00270626,,0.0053279,,0.0505358,,-0.00377345,4,0.0185822,,-0.00975439,4,0.0255259,,0.025189,,0.0283492,,0.0371063,,-0.00222117,4,0.0288458,,0.0668383,
05/19/2021 4:39:20,05/19/2021 5:23:41,11.8987,,1.62767,,4.67194,,1.27524,,0.754028,,1.38181,,0.00736223,4,0.0151989,,0.00811545,,0.0226055,,0.94163,,0.52006,,0.0494491,,0.0268372,,0.00339515,4,0.0129227,,0.0569107,,-0.0845546,4,0.127323,,0.304471,,0.0969471,,0.284225,,0.13335,,0.00616345,,0.167119,,0.0507551,,0.110643,,0.045429,,0.154544,,0.102216,,0.10309,,0.0573874,,0.017628,,0.575641,,0.0195064,,0.018641,,0.0355572,,0.0820652,,0.169226,,0.0505211,,0.0848755,,0.0236924,,-0.0182232,4,0.0030171,,0.0196828,,0.0920466,,0.00349937,,0.0202542,,-0.00414732,4,0.0482226,,0.0304953,,0.0321027,,0.0433669,,-0.000767002,4,0.0329375,,0.0697386,
05/19/2021 5:41:17,05/19/2021 6:25:53,10.0034,,1.57001,,4.53062,,0.50889,,0.489961,,1.17297,,-0.000272373,4,0.0149839,,0.0017189,4,0.0159585,,0.784657,,0.477641,,0.0424472,,0.0100158,,0.00148762,4,0.00334276,4,0.0254768,,-0.0891831,4,0.108485,,0.28964,,0.0379166,,0.311212,,0.120808,,0.00135611,4,0.1558,,0.0388745,,0.112323,,0.0431245,,0.158825,,0.0877594,,0.0925713,,0.0518891,,0.0140195,,0.535732,,0.015984,,0.0121096,,0.0204095,,0.080076,,0.258923,,0.0381093,,0.0873594,,0.0177024,,-0.0191667,4,0.00268615,,0.0115614,,0.0921487,,-0.000683626,4,0.0215928,,-0.00370318,4,0.0441033,,0.0245511,,0.0275504,,0.0391034,,-0.000556098,4,0.0270116,,0.0641613,
05/19/2021 6:43:29,05/19/2021 7:27:56,6.49765,,1.15362,,2.82642,,0.285243,,0.639066,,2.08231,,0.0493421,,0.0253852,,0.0431031,,0.0411284,,1.8573,,0.8699,,0.0336888,,0.0753481,,0.0264857,,0.0300883,,0.11506,,-0.0440377,4,0.185668,,0.405056,,0.0651695,,0.342084,,0.104214,,0.00960269,,0.155414,,0.0606995,,0.116836,,0.0386642,,0.141689,,0.101055,,0.0940207,,0.0541555,,0.0136036,,0.469252,,0.00971614,,0.0165491,,0.0216905,,0.0748293,,0.173129,,0.043075,,0.0777362,,0.0137228,,-0.0201518,4,0.00414984,,-0.00906394,4,0.0739733,,-0.00320692,4,0.0139629,,-0.00508403,4,-0.00873737,4,0.0188602,,0.0174124,,0.0354274,,0.000342083,4,0.0251444,,0.0627875,
05/19/2021 7:45:26,05/19/2021 8:29:54,5.05871,,0.835984,,2.96948,,0.165825,,0.406596,,1.34495,,-0.00567226,4,0.00665895,4,-0.00446262,4,0.0338334,,0.94951,,0.428609,,0.0217932,,0.00344987,4,0.00183819,4,-0.0002434,4,0.0335318,,-0.0933745,4,0.0918437,,0.283697,,,1,0.206886,,0.104409,,-0.00750262,4,0.1372,,0.0197247,,0.0879603,,0.0198493,,0.129094,,0.0536287,,0.073031,,0.029294,,0.00294109,,0.362229,,0.00804789,,0.00562486,,0.01121,,0.0582238,,0.181482,,0.0310604,,0.0606812,,0.00915305,,-0.0208203,4,0.00416271,,0.0121448,,0.0549872,,-0.00367162,4,0.00805523,,-0.00797502,4,0.0173674,,0.0128772,,0.0219823,,0.0346311,,-0.00262017,4,0.0221788,,0.0607515,
05/19/2021 8:47:26,05/19/2021 9:31:54,4.93028,,0.791694,,5.5405,,0.234478,,0.583021,,1.56749,,-0.00880627,4,0.0115277,,-0.0108478,4,0.0400151,,1.16877,,0.615273,,0.0164659,,0.00776213,,0.00676245,,0.00107106,4,0.0960192,,-0.0810773,4,0.162528,,0.488454,,,1,0.47474,,0.1335,,0.000382234,4,0.125706,,0.0542748,,0.119937,,0.0336874,,0.173189,,0.0699733,,0.100599,,0.0601072,,0.00590736,,0.454265,,0.0251813,,0.0208719,,0.0837321,,0.0823486,,0.249485,,0.0307917,,0.0886152,,0.107621,,-0.0164602,4,0.00313602,,0.00313064,,0.0657274,,-0.007212,4,0.0213618,,-0.00764506,4,0.0288675,,0.0366707,,0.0351759,,0.0372203,,-0.00266748,4,0.0282097,,0.0620925,
05/19/2021 9:49:25,05/19/2021 10:33:53,4.02735,,0.573247,,1.85778,,0.124345,,0.411059,,1.22927,,-0.0143626,4,0.0026892,4,-0.0184381,4,0.0187872,,0.860582,,0.450987,,0.0118519,,-0.00773369,4,0.00324066,4,-0.00325619,4,0.0353116,,-0.0990532,4,0.0895728,,0.324119,,,1,0.274458,,0.0968624,,-0.00616732,4,0.101379,,0.0205209,,0.0680736,,0.0232427,,0.120977,,0.0590347,,0.061783,,0.0286334,,0.00881588,,0.347331,,0.00667752,,0.00864213,,0.0159854,,0.0577374,,0.140732,,0.0358569,,0.0587647,,0.0166198,,-0.0217696,4,0.00257573,,0.0108795,,0.0448685,,-0.0145258,4,0.00924761,,-0.0100853,4,0.0160549,,0.0135937,,0.0226905,,0.0329455,,-0.00380266,4,0.0209063,,0.0576818,
05/19/2021 10:51:18,05/19/2021 11:35:46,2.7948,,0.191584,,1.32334,,0.0310871,,0.207572,,0.917467,,-0.0150014,4,-0.0249613,4,-0.0194115,4,0.00275859,4,0.459939,,0.232213,,0.00401729,4,-0.00518003,4,-0.00505395,4,-0.00434747,4,0.0283316,,-0.0943282,4,0.0958602,,0.169795,,0.0602951,,0.140397,,0.0868929,,0.00555627,,0.037911,,,1,0.0731606,,0.0673339,,0.129228,,0.130908,,0.0732668,,0.0545183,,0.0266941,,0.255831,,0.0211838,,0.0209173,,0.0302907,,0.042759,,0.0880407,,0.0339287,,0.0439523,,0.00926093,,-0.0214106,4,0.000769956,,0.0201444,,0.0441095,,-0.0238046,4,0.00478275,,-0.00955228,4,0.00954219,,-0.00265296,4,0.0120461,,0.0445512,,-0.00409547,4,0.00843677,,0.0410957,
05/19/2021 11:57:12,05/19/2021 12:41:40,1.7217,,0.0554793,,0.783315,,0.0123382,,0.13076,,0.709445,,-0.0205252,4,-0.0176815,4,-0.0209935,4,-0.0126784,4,0.265511,,0.143728,,0.00524347,4,-0.0168244,4,0.0252782,,-0.0143001,4,-0.0263124,4,-0.142728,4,-0.00653968,4,-0.002458,4,,1,0.0385886,,0.010621,,,1,0.0286601,,-0.0343231,4,0.0222445,,-0.026871,4,0.0759028,,-0.00454889,4,0.0042875,,-0.0124987,4,-0.00509511,4,0.0905698,,-0.0115605,4,,1,-0.00777797,4,0.0208206,,0.0605632,,0.0565911,,0.0189488,,-0.00830385,4,-0.0256472,4,0.000938179,,-0.00201569,4,-0.00417626,4,-0.0262892,4,-0.00688825,4,-0.0156376,4,-0.0104434,4,-0.00680959,4,0.0161448,,0.0462577,,,1,0.00853864,,0.0433065,
05/19/2021 14:00:54,05/19/2021 14:45:21,1.50929,,0.141876,,1.24062,,0.0206384,,0.108864,,0.431036,,-0.015948,4,-0.00715432,4,-0.016914,4,0.0265729,,0.27645,,0.141874,,0.00696618,,-0.00819671,4,0.0264833,,0.00874663,,0.0198811,,0.0136791,,0.0213105,,0.0521038,,0.0140307,,0.0801523,,0.0152245,,,1,0.0348288,,-0.0256217,4,0.0288721,,-0.0223957,4,0.0842237,,-0.00309437,4,0.00549978,,-0.00950519,4,,1,0.109562,,-0.0103268,4,,1,-0.00870819,4,0.028746,,0.0773253,,0.0604864,,0.0305176,,-0.0062613,4,-0.022202,4,0.00147026,,0.00246322,,0.00758819,,-0.0183612,4,-0.00455751,4,-0.0122725,4,-0.0111252,4,-0.00166504,4,0.0241653,,0.0284302,,-0.00163035,4,0.0179751,,0.0720717,
05/19/2021 15:02:42,05/19/2021 15:47:10,3.3433,,0.222297,,1.93947,,0.0468828,,0.263674,,0.60913,,-0.022309,4,-0.0150925,4,-0.0210981,4,-0.0038602,4,0.24966,,0.200822,,0.00767784,,-0.0145062,4,0.00966328,,-0.0109222,4,0.00830609,,-0.056165,4,0.0296313,,0.137322,,,1,0.143899,,0.0336783,,-0.0250915,4,0.0455315,,-0.0129798,4,0.0260778,,-0.0143405,4,0.0874542,,0.00850021,,0.0177535,,-0.0055886,4,-0.00601905,4,0.174264,,-0.00661014,4,-0.00610745,4,0.00542689,,0.0307373,,0.0749253,,0.0500831,,0.0306475,,0.00119931,,-0.0234323,4,-0.000804876,4,-0.00121268,4,0.0156126,,-0.0196801,4,-0.00692994,4,-0.0136411,4,-0.00304582,4,-0.000384052,4,0.0196442,,0.0457223,,,1,0.0127451,,0.0512717,
05/19/2021 16:04:26,05/19/2021 16:48:54,3.61731,,0.380953,,2.48373,,0.120955,,0.269352,,0.763789,,-0.0190188,4,-0.0142914,4,-0.0190979,4,0.000933795,4,0.248499,,0.287977,,0.0110124,,-0.0123504,4,-0.0278337,4,-0.0104949,4,0.0110614,,-0.0719818,4,0.0359241,,0.152606,,0.017617,,0.15916,,0.0341029,,-0.0206207,4,0.0652023,,-0.000272063,4,0.0382733,,-0.00235922,4,0.107336,,0.0180246,,0.0421162,,0.00647963,,-0.000636715,4,0.269143,,-0.00438538,4,-0.00285877,4,0.00935499,,0.0352618,,0.113111,,0.0546792,,0.0353928,,0.0241023,,-0.0217475,4,0.0015006,,-0.00144492,4,0.0183778,,-0.0199681,4,0.00308304,,-0.0139604,4,-0.00263749,4,0.00941249,,0.0214507,,0.0474445,,-0.00721841,4,0.0159905,,0.0490834,
05/19/2021 17:06:17,05/19/2021 17:50:45,4.31477,,0.317741,,2.34184,,0.0656279,,0.351964,,1.08993,,-0.0214356,4,-0.019641,4,-0.0212078,4,0.00049949,4,0.352793,,0.370791,,0.00881041,,-0.0151351,4,-0.00213584,4,-0.0113231,4,0.00431491,4,-0.0906884,4,0.0383041,,0.133779,,-0.00521357,4,0.138579,,0.0467789,,-0.0219006,4,0.0689383,,0.00067413,4,0.0326989,,-0.00651213,4,0.101956,,0.0187197,,0.05289,,0.00998606,,-0.0034065,4,0.234481,,-0.00208439,4,-0.00305372,4,-0.000580071,4,0.0303069,,0.0816599,,0.053095,,0.0308825,,-0.00248994,4,-0.0242139,4,-0.0012349,4,-0.00788466,4,-0.00343849,4,-0.023277,4,-0.00548696,4,-0.0143442,4,-0.00654599,4,-0.00406322,4,0.0155883,,0.0461248,,-0.00844767,4,0.0094742,,0.0473216,
05/19/2021 18:07:58,05/19/2021 18:52:26,6.36139,,0.386165,,5.20326,,0.0770443,,0.408349,,1.04994,,-0.0218661,4,-0.0171619,4,-0.0212491,4,0.00465431,,0.361747,,0.458437,,0.0100662,,-0.0110393,4,-0.00653933,4,-0.0110858,4,0.00794563,,-0.0968544,4,0.0567985,,0.212564,,0.0106618,4,0.193123,,0.0610446,,-0.0129499,4,0.0469156,,0.0227087,,0.0744949,,0.00400711,,0.134086,,0.0270024,,0.0515953,,0.0103964,,-0.00892316,4,0.336916,,-0.00544032,4,-0.00148803,4,0.00154894,,0.0341464,,0.0725467,,0.0504956,,0.0321121,,0.0055649,,-0.0237197,4,0.000903952,,-0.000309296,4,0.000138194,4,-0.0288008,4,-0.00180126,4,-0.0138647,4,-0.00305356,4,0.00278213,,0.0166264,,0.0511513,,,1,0.0124479,,0.0474431,
05/19/2021 19:09:51,05/19/2021 19:54:18,5.98533,,1.04991,,3.74112,,0.361558,,0.617811,,1.77859,,0.0054577,4,0.0216028,,0.00413189,4,0.044226,,1.14454,,1.00671,,0.043701,,0.0227887,,0.0137534,,0.0095066,,0.198508,,-0.0264238,4,0.285566,,1.03586,,0.0179504,,0.828572,,0.321121,,,1,0.198733,,0.109309,,0.140268,,0.0390601,,0.218405,,0.118865,,0.160026,,0.0734746,,0.0200583,,0.911908,,0.0239583,,0.0303552,,0.0330132,,0.0924838,,0.184343,,0.0575131,,0.100763,,0.0234257,,-0.0180132,4,,1,0.0140809,,0.0988107,,-0.0116405,4,0.019866,,-0.0037321,4,0.0424749,,0.021342,,0.0366189,,0.0470873,,0.000820454,4,0.0205511,,0.0518482,
05/19/2021 20:11:39,05/19/2021 20:56:07,13.8335,,2.9342,,4.91788,,0.846903,,1.45853,,3.53972,,0.0448293,,0.11423,,0.0425657,,0.116265,,2.64497,,1.55074,,0.129133,,0.0983826,,0.0545714,,0.0470943,,0.294372,,0.0795007,,0.433365,,1.03649,,0.108918,,0.79151,,0.463728,,0.0930002,,0.492734,,0.25542,,0.301308,,0.171632,,0.399018,,0.321202,,0.327316,,0.204266,,0.0766779,,1.50792,,0.0961229,,0.0771598,,0.112334,,0.24228,,0.498242,,0.105889,,0.269714,,0.0850048,,-0.000732336,4,0.00145464,,0.0121357,,0.308602,,-0.000644466,4,0.0944379,,0.0286221,,0.171641,,0.0792975,,0.090705,,0.0557523,,0.0222077,,0.0375421,,0.0708635,
05/19/2021 21:13:40,05/19/2021 21:58:08,3.69615,,0.658985,,1.96795,,0.165823,,0.282277,,0.976853,,-0.0158059,4,-0.00832025,4,-0.0169826,4,0.0159718,,0.753582,,0.434086,,0.0238829,,-0.00482871,4,-0.00563914,4,-0.00341878,4,0.0307677,,-0.0724202,4,0.0951167,,0.212363,,0.00984009,4,0.205608,,0.0929872,,-0.00786538,4,0.10633,,0.0176219,,0.0646034,,0.00710325,,0.114812,,0.0631868,,0.0673274,,0.0321302,,0.00394749,,0.435125,,0.0096231,,0.00499807,,0.0208004,,0.0746844,,0.230075,,0.0593651,,0.0797801,,0.0140249,,-0.0191076,4,0.000934624,,0.0099326,,0.0913653,,-0.0108962,4,0.0310982,,-0.00209052,4,0.0481604,,0.018122,,0.0247366,,0.0432191,,0.00239071,4,0.0203808,,0.0600599,
05/19/2021 22:15:33,05/19/2021 23:00:00,5.41711,,0.625851,,2.51267,,0.138777,,0.355283,,1.2354,,-0.0110169,4,-0.00874623,4,-0.0105012,4,0.00532957,,0.654082,,0.4424,,0.0175389,,-0.0036083,4,-0.00738797,4,-0.00657328,4,0.0106837,,-0.085373,4,0.0699019,,0.13718,,-0.0305101,4,0.185519,,0.0854862,,-0.0111966,4,0.0893155,,0.0156224,,0.0530684,,0.00803964,,0.107668,,0.0558668,,0.0526012,,0.0315769,,0.00566202,,0.405545,,0.00446422,,0.00605277,,0.00851633,,0.0593142,,0.143544,,0.057882,,0.0595262,,0.00821813,,-0.0212938,4,0.00138893,,0.0130705,,0.063796,,-0.0145505,4,0.0105869,,-0.00700642,4,0.0371857,,0.0125631,,0.0227357,,0.0425464,,-0.00113598,4,0.0203655,,0.0584591,
05/19/2021 23:17:22,05/20/2021 0:01:50,5.29036,,0.62434,,3.48369,,0.146041,,0.345532,,0.995295,,-0.00796435,4,-0.013095,4,-0.0111379,4,0.00641913,,0.533696,,0.471848,,0.0161682,,-0.00544718,4,-0.00400487,4,-0.00775833,4,0.0207333,,-0.101969,4,0.0670794,,0.196582,,,1,0.210024,,0.0750971,,-0.0130549,4,0.0808558,,0.0203174,,0.0574339,,0.0102975,,0.104425,,0.0476987,,0.0563766,,0.0272599,,0.00676049,,0.394011,,0.005408,,0.00792713,,0.0107916,,0.0611951,,0.187387,,0.0547412,,0.0631699,,0.0113463,,-0.0207136,4,0.00169995,,0.00812498,,0.0630347,,-0.0149716,4,0.0100303,,-0.00753209,4,0.037835,,0.0140232,,0.0241064,,0.0442123,,-0.00283985,4,0.0203221,,0.0556593,
05/20/2021 0:19:16,05/20/2021 1:03:46,9.99104,,0.894444,,3.91828,,0.196675,,0.515346,,1.97863,,0.00770986,4,0.000893011,4,0.0130488,,0.0709593,,1.57393,,0.857756,,0.0250589,,0.0328062,,0.0100818,,0.0103156,,0.177091,,-0.00905697,4,0.246815,,0.51321,,0.0583947,,0.454123,,0.256376,,0.0304949,,0.182166,,0.150855,,0.173746,,0.0845915,,0.242254,,0.223148,,0.181118,,0.139562,,0.0299995,,0.810767,,0.0438777,,0.0509399,,0.0578026,,0.126721,,0.297183,,0.0596983,,0.13056,,0.043372,,-0.0138591,4,0.00249344,,-0.00695979,4,0.129147,,-0.00199417,4,0.039551,,0.00269211,4,0.0685374,,0.0414007,,0.0510218,,0.0450644,,0.00306043,,0.0349628,,0.066589,
05/20/2021 1:21:12,05/20/2021 2:05:41,17.8971,,1.33517,,6.19167,,0.267885,,1.06686,,3.04907,,0.0246192,,0.0155145,,0.0335379,,0.133326,,2.61033,,1.44857,,0.0343816,,0.0823637,,0.0285633,,0.0371558,,0.145114,,0.0431997,,0.339834,,0.802507,,0.0584243,,0.689889,,0.360246,,0.0460968,,0.222961,,0.202185,,0.194289,,0.101467,,0.273957,,0.509143,,0.217169,,0.175673,,0.0371664,,1.06956,,0.0577941,,0.0522379,,0.0737905,,0.165105,,0.398798,,0.0595579,,0.168407,,0.0567341,,-0.0107814,4,0.00247679,,0.0222264,,0.171108,,0.00257774,,0.0511452,,0.0090028,,0.0973016,,0.0535923,,0.0680751,,0.0472717,,0.00917884,,0.0437754,,0.0766462,
05/20/2021 2:23:15,05/20/2021 3:07:43,10.2329,,0.735283,,3.46105,,0.128041,,0.416496,,1.22268,,-0.0161196,4,-0.0152617,4,-0.00530202,4,0.0319295,,1.12716,,0.565579,,0.0157149,,0.00768708,,-0.00140056,4,0.00207894,4,0.0525833,,-0.0628747,4,0.141613,,0.304041,,-0.00516843,4,0.273952,,0.12777,,-0.000534514,4,0.101127,,0.0533567,,0.0815646,,0.0267781,,0.13463,,0.0982533,,0.0830201,,0.0384568,,0.0061527,,0.529434,,0.00903595,,0.0104127,,0.0145627,,0.0863073,,0.268802,,0.04596,,0.0916719,,0.0169478,,-0.018897,4,0.00292899,,0.0242367,,0.0808879,,-0.0109711,4,0.0164804,,-0.00391079,4,0.0425021,,0.0222585,,0.0271823,,0.0422533,,-0.000115207,4,0.027706,,0.0597172,
05/20/2021 3:25:14,05/20/2021 4:09:45,17.2707,,1.22909,,11.4226,,0.31224,,2.38772,,6.55934,,0.0846572,,0.0415072,,0.0792241,,0.209332,,4.9049,,3.41197,,0.0296664,,0.146754,,0.0579047,,0.072323,,0.242563,,0.0837726,,0.515252,,1.17619,,0.126556,,0.923652,,0.424447,,0.042106,,0.221587,,0.243057,,0.184749,,0.0836856,,0.244766,,2.23763,,0.232522,,0.190058,,0.032086,,0.736658,,0.0542382,,0.0429409,,0.0703525,,0.111396,,0.304418,,0.0543754,,0.128698,,0.0517015,,-0.0131438,4,0.00709768,,0.0197046,,0.139779,,0.0128515,,0.0499087,,0.00314618,4,0.0794356,,0.050678,,0.0589985,,0.0468374,,0.00541252,,0.0412229,,0.0674559,
05/20/2021 4:27:14,05/20/2021 5:11:41,17.9095,,2.03176,,7.80843,,0.479842,,1.52147,,5.34543,,0.0820046,,0.0448854,,0.0898331,,0.14651,,4.43992,,1.90396,,0.0476039,,0.13468,,0.0595328,,0.072365,,0.244541,,0.0810405,,0.394602,,0.76424,,,1,0.630451,,0.331941,,0.0493279,,0.236121,,0.171564,,0.172484,,0.105659,,0.249878,,3.28648,,0.212714,,0.163785,,0.0578547,,0.898666,,0.0543394,,0.038581,,0.071802,,0.140879,,0.344655,,0.0462745,,0.154075,,0.0665534,,-0.00988038,4,0.0044603,,0.0267519,,0.176751,,0.0117206,,0.0544154,,0.00876169,,0.105,,0.0730624,,0.110449,,0.0495994,,0.0136141,,0.0575001,,0.0902282,
05/20/2021 5:29:17,05/20/2021 6:13:45,16.2651,,2.74858,,13.639,,0.739227,,2.67699,,8.19631,,0.148604,,0.108762,,0.143932,,0.234039,,7.34276,,3.82761,,0.0921665,,0.286917,,0.126865,,0.142218,,0.358492,,0.19963,,0.554505,,1.35806,,0.112614,,1.0543,,0.529328,,0.0844749,,0.357319,,0.282543,,0.239575,,0.125792,,0.303646,,1.1668,,0.301917,,0.219395,,0.0551447,,0.980181,,0.0797291,,0.0696017,,0.0922982,,0.153028,,0.387838,,0.0432879,,0.181057,,0.0606344,,-0.0100983,4,0.00445436,,0.0268038,,0.184192,,0.0187336,,0.0571297,,0.0108836,,0.0886567,,0.058249,,0.100961,,0.0455786,,0.0144816,,0.0500949,,0.089491,
05/20/2021 6:31:11,05/20/2021 7:15:39,14.1041,,2.70774,,6.87417,,0.474761,,1.16644,,3.96736,,0.0650643,,0.0526602,,0.0866616,,0.126304,,4.1074,,1.71586,,0.0657435,,0.105448,,0.0484152,,0.0514072,,0.216215,,0.088609,,0.420287,,0.802839,,0.116048,,0.605531,,0.360097,,0.0597389,,0.273327,,0.175763,,0.219422,,0.125183,,0.285902,,0.478601,,0.228175,,0.152919,,0.0590332,,0.832657,,0.0561782,,0.0541053,,0.0672385,,0.139873,,0.302242,,0.0393055,,0.159964,,0.0533188,,-0.0121647,4,0.00383187,,0.0219437,,0.167194,,0.0126835,,0.0669021,,0.00910016,,0.0979055,,0.0562713,,0.0934262,,0.0457443,,0.0135103,,0.0488271,,0.0780777,
05/20/2021 7:33:10,05/20/2021 8:17:38,5.66618,,1.14419,,2.2336,,0.223112,,0.424954,,1.49838,,0.00208336,4,0.0105916,4,0.0014613,4,0.124207,,1.76049,,0.632407,,0.0265927,,0.0141313,,0.0061353,,0.00163293,4,0.0778477,,-0.0239465,4,0.175255,,0.381548,,,1,0.30918,,0.165572,,0.0134743,,0.156567,,0.0541028,,0.18212,,0.0663798,,0.238414,,0.117892,,0.129763,,0.061417,,0.0139885,,0.571508,,0.0197993,,0.0187459,,0.0278236,,0.0948353,,0.287406,,0.0401572,,0.102413,,0.0319043,,-0.0173087,4,0.00403633,,-0.00527478,4,0.111096,,0.00330327,,0.0164944,,-0.000152494,4,0.0641369,,0.0363769,,0.0343841,,0.0414478,,0.00247286,4,0.0366436,,0.0748443,
